,particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance,Category
281,Net obligation for Equity F&O,2023-08-29,NSE-F&O - Z,Book Voucher,29845.665163,0.0,1845099.414862,Trades
282,Span margin blocked for NSE F&O,2023-08-29,NSE-F&O - Z,Delivery Voucher,93934.5,0.0,1751164.914862,Trades
283,Exposure margin blocked for NSE F&O,2023-08-29,NSE-F&O - Z,Delivery Voucher,212708.1,0.0,1538456.814862,Trades
284,Span margin reversed for NSE F&O,2023-08-30,NSE-F&O - Z,Delivery Voucher,0.0,93934.5,1632391.314862,Trades
285,Exposure margin reversed for NSE F&O,2023-08-30,NSE-F&O - Z,Delivery Voucher,0.0,212708.1,1845099.414862,Trades
286,Net obligation for Equity F&O,2023-08-30,NSE-F&O - Z,Book Voucher,0.0,65747.60393,1910847.018792,Trades
287,Span margin blocked for NSE F&O,2023-08-30,NSE-F&O - Z,Delivery Voucher,88484.5,0.0,1822362.518792,Trades
288,Exposure margin blocked for NSE F&O,2023-08-30,NSE-F&O - Z,Delivery Voucher,212767.5,0.0,1609595.018792,Trades
291,Span margin reversed for NSE F&O,2023-08-31,NSE-F&O - Z,Delivery Voucher,0.0,88484.5,1694079.519392,Trades
292,Exposure margin reversed for NSE F&O,2023-08-31,NSE-F&O - Z,Delivery Voucher,0.0,212767.5,1906847.019392,Trades
293,Net obligation for Equity F&O,2023-08-31,NSE-F&O - Z,Book Voucher,90058.417386,0.0,1816788.602006,Trades
294,Span margin blocked for NSE F&O,2023-08-31,NSE-F&O - Z,Delivery Voucher,174057.5,0.0,1642731.102006,Trades
295,Exposure margin blocked for NSE F&O,2023-08-31,NSE-F&O - Z,Delivery Voucher,213556.75,0.0,1429174.352006,Trades
296,Span margin reversed for NSE F&O,2023-09-01,NSE-F&O - Z,Delivery Voucher,0.0,174057.5,1603231.852006,Trades
297,Exposure margin reversed for NSE F&O,2023-09-01,NSE-F&O - Z,Delivery Voucher,0.0,213556.75,1816788.602006,Trades
298,Net obligation for Equity F&O,2023-09-01,NSE-F&O - Z,Book Voucher,18635.936377,0.0,1798152.665629,Trades
299,Net obligation for Equity F&O,2023-09-04,NSE-F&O - Z,Book Voucher,0.0,28768.247041,1826920.91267,Trades
300,Span margin blocked for NSE F&O,2023-09-04,NSE-F&O - Z,Delivery Voucher,181990.0,0.0,1644930.91267,Trades
301,Exposure margin blocked for NSE F&O,2023-09-04,NSE-F&O - Z,Delivery Voucher,215696.8,0.0,1429234.11267,Trades
302,Span margin reversed for NSE F&O,2023-09-05,NSE-F&O - Z,Delivery Voucher,0.0,181990.0,1611224.11267,Trades
303,Exposure margin reversed for NSE F&O,2023-09-05,NSE-F&O - Z,Delivery Voucher,0.0,215696.8,1826920.91267,Trades
304,Net obligation for Equity F&O,2023-09-05,NSE-F&O - Z,Book Voucher,0.0,6402.519059,1833323.431729,Trades
305,Span margin blocked for NSE F&O,2023-09-05,NSE-F&O - Z,Delivery Voucher,176901.5,0.0,1656421.931729,Trades
306,Exposure margin blocked for NSE F&O,2023-09-05,NSE-F&O - Z,Delivery Voucher,216189.05,0.0,1440232.881729,Trades
307,Span margin reversed for NSE F&O,2023-09-06,NSE-F&O - Z,Delivery Voucher,0.0,176901.5,1617134.381729,Trades
308,Exposure margin reversed for NSE F&O,2023-09-06,NSE-F&O - Z,Delivery Voucher,0.0,216189.05,1833323.431729,Trades
309,Net obligation for Equity F&O,2023-09-06,NSE-F&O - Z,Book Voucher,4693.733384,0.0,1828629.698345,Trades
310,Span margin blocked for NSE F&O,2023-09-06,NSE-F&O - Z,Delivery Voucher,162974.0,0.0,1665655.698345,Trades
311,Exposure margin blocked for NSE F&O,2023-09-06,NSE-F&O - Z,Delivery Voucher,216247.35,0.0,1449408.348345,Trades
312,Span margin reversed for NSE F&O,2023-09-07,NSE-F&O - Z,Delivery Voucher,0.0,162974.0,1612382.348345,Trades
313,Exposure margin reversed for NSE F&O,2023-09-07,NSE-F&O - Z,Delivery Voucher,0.0,216247.35,1828629.698345,Trades
314,Net obligation for Equity F&O,2023-09-07,NSE-F&O - Z,Book Voucher,0.0,15196.548479,1843826.246824,Trades
315,Span margin blocked for NSE F&O,2023-09-07,NSE-F&O - Z,Delivery Voucher,224733.5,0.0,1619092.746824,Trades
316,Exposure margin blocked for NSE F&O,2023-09-07,NSE-F&O - Z,Delivery Voucher,217455.7,0.0,1401637.046824,Trades
317,Span margin reversed for NSE F&O,2023-09-08,NSE-F&O - Z,Delivery Voucher,0.0,224733.5,1626370.546824,Trades
318,Exposure margin reversed for NSE F&O,2023-09-08,NSE-F&O - Z,Delivery Voucher,0.0,217455.7,1843826.246824,Trades
319,Net obligation for Equity F&O,2023-09-08,NSE-F&O - Z,Book Voucher,0.0,115919.186069,1959745.432893,Trades
320,Net obligation for Equity F&O,2023-09-11,NSE-F&O - Z,Book Voucher,50600.273883,0.0,1909145.15901,Trades
321,Span margin blocked for NSE F&O,2023-09-11,NSE-F&O - Z,Delivery Voucher,202578.0,0.0,1706567.15901,Trades
322,Exposure margin blocked for NSE F&O,2023-09-11,NSE-F&O - Z,Delivery Voucher,240440.4,0.0,1466126.75901,Trades
328,Span margin reversed for NSE F&O,2023-09-12,NSE-F&O - Z,Delivery Voucher,0.0,202578.0,1668625.10901,Trades
329,Exposure margin reversed for NSE F&O,2023-09-12,NSE-F&O - Z,Delivery Voucher,0.0,240440.4,1909065.50901,Trades
330,Net settlement for Equity with settlement number: 2023173,2023-09-12,NSE-EQ - Z,Book Voucher,0.0,132072.805923,2041138.314933,Trades
331,Net obligation for Equity F&O,2023-09-12,NSE-F&O - Z,Book Voucher,0.0,51676.657034,2092814.971967,Trades
332,Span margin blocked for NSE F&O,2023-09-12,NSE-F&O - Z,Delivery Voucher,195766.0,0.0,1897048.971967,Trades
333,Exposure margin blocked for NSE F&O,2023-09-12,NSE-F&O - Z,Delivery Voucher,240555.6,0.0,1656493.371967,Trades
345,Net settlement for Equity with settlement number: 2023174,2023-09-13,NSE-EQ - Z,Book Voucher,0.0,364785.611021,2021103.752988,Trades
346,Span margin reversed for NSE F&O,2023-09-13,NSE-F&O - Z,Delivery Voucher,0.0,195766.0,2216869.752988,Trades
347,Exposure margin reversed for NSE F&O,2023-09-13,NSE-F&O - Z,Delivery Voucher,0.0,240555.6,2457425.352988,Trades
348,Net obligation for Equity F&O,2023-09-13,NSE-F&O - Z,Book Voucher,0.0,105255.146258,2562680.499246,Trades
349,Span margin blocked for NSE F&O,2023-09-13,NSE-F&O - Z,Delivery Voucher,182845.0,0.0,2379835.499246,Trades
350,Exposure margin blocked for NSE F&O,2023-09-13,NSE-F&O - Z,Delivery Voucher,221376.65,0.0,2158458.849246,Trades
351,Span margin reversed for NSE F&O,2023-09-14,NSE-F&O - Z,Delivery Voucher,0.0,182845.0,2341303.849246,Trades
352,Exposure margin reversed for NSE F&O,2023-09-14,NSE-F&O - Z,Delivery Voucher,0.0,221376.65,2562680.499246,Trades
353,Net obligation for Equity F&O,2023-09-14,NSE-F&O - Z,Book Voucher,0.0,1437.532555,2564118.031801,Trades
354,Span margin blocked for NSE F&O,2023-09-14,NSE-F&O - Z,Delivery Voucher,218785.5,0.0,2345332.531801,Trades
355,Exposure margin blocked for NSE F&O,2023-09-14,NSE-F&O - Z,Delivery Voucher,221892.0,0.0,2123440.531801,Trades
356,Span margin reversed for NSE F&O,2023-09-15,NSE-F&O - Z,Delivery Voucher,0.0,218785.5,2342226.031801,Trades
357,Exposure margin reversed for NSE F&O,2023-09-15,NSE-F&O - Z,Delivery Voucher,0.0,221892.0,2564118.031801,Trades
358,Net obligation for Equity F&O,2023-09-15,NSE-F&O - Z,Book Voucher,0.0,85997.378544,2650115.410345,Trades
359,Net obligation for Equity F&O,2023-09-18,NSE-F&O - Z,Book Voucher,55621.88619,0.0,2594493.524155,Trades
360,Span margin blocked for NSE F&O,2023-09-18,NSE-F&O - Z,Delivery Voucher,200964.5,0.0,2393529.024155,Trades
361,Exposure margin blocked for NSE F&O,2023-09-18,NSE-F&O - Z,Delivery Voucher,262325.05,0.0,2131203.974155,Trades
362,Span margin reversed for NSE F&O,2023-09-20,NSE-F&O - Z,Delivery Voucher,0.0,200964.5,2332168.474155,Trades
363,Exposure margin reversed for NSE F&O,2023-09-20,NSE-F&O - Z,Delivery Voucher,0.0,262325.05,2594493.524155,Trades
364,Net obligation for Equity F&O,2023-09-20,NSE-F&O - Z,Book Voucher,0.0,35597.92155,2630091.445705,Trades
365,Span margin blocked for NSE F&O,2023-09-20,NSE-F&O - Z,Delivery Voucher,189796.0,0.0,2440295.445705,Trades
366,Exposure margin blocked for NSE F&O,2023-09-20,NSE-F&O - Z,Delivery Voucher,259636.65,0.0,2180658.795705,Trades
367,Span margin reversed for NSE F&O,2023-09-21,NSE-F&O - Z,Delivery Voucher,0.0,189796.0,2370454.795705,Trades
368,Exposure margin reversed for NSE F&O,2023-09-21,NSE-F&O - Z,Delivery Voucher,0.0,259636.65,2630091.445705,Trades
369,Net obligation for Equity F&O,2023-09-21,NSE-F&O - Z,Book Voucher,0.0,72924.339208,2703015.784913,Trades
370,Span margin blocked for NSE F&O,2023-09-21,NSE-F&O - Z,Delivery Voucher,124403.5,0.0,2578612.284913,Trades
371,Exposure margin blocked for NSE F&O,2023-09-21,NSE-F&O - Z,Delivery Voucher,257123.1,0.0,2321489.184913,Trades
372,Span margin reversed for NSE F&O,2023-09-22,NSE-F&O - Z,Delivery Voucher,0.0,124403.5,2445892.684913,Trades
373,Exposure margin reversed for NSE F&O,2023-09-22,NSE-F&O - Z,Delivery Voucher,0.0,257123.1,2703015.784913,Trades
374,Net obligation for Equity F&O,2023-09-22,NSE-F&O - Z,Book Voucher,0.0,45379.875026,2748395.659939,Trades
375,Net obligation for Equity F&O,2023-09-25,NSE-F&O - Z,Book Voucher,27366.532745,0.0,2721029.127194,Trades
376,Span margin blocked for NSE F&O,2023-09-25,NSE-F&O - Z,Delivery Voucher,122629.0,0.0,2598400.127194,Trades
377,Exposure margin blocked for NSE F&O,2023-09-25,NSE-F&O - Z,Delivery Voucher,256106.5,0.0,2342293.627194,Trades
378,Span margin reversed for NSE F&O,2023-09-26,NSE-F&O - Z,Delivery Voucher,0.0,122629.0,2464922.627194,Trades
379,Exposure margin reversed for NSE F&O,2023-09-26,NSE-F&O - Z,Delivery Voucher,0.0,256106.5,2721029.127194,Trades
380,Net obligation for Equity F&O,2023-09-26,NSE-F&O - Z,Book Voucher,32326.484103,0.0,2688702.643091,Trades
381,Span margin blocked for NSE F&O,2023-09-26,NSE-F&O - Z,Delivery Voucher,121907.5,0.0,2566795.143091,Trades
382,Exposure margin blocked for NSE F&O,2023-09-26,NSE-F&O - Z,Delivery Voucher,255801.65,0.0,2310993.493091,Trades
383,Span margin reversed for NSE F&O,2023-09-27,NSE-F&O - Z,Delivery Voucher,0.0,121907.5,2432900.993091,Trades
384,Exposure margin reversed for NSE F&O,2023-09-27,NSE-F&O - Z,Delivery Voucher,0.0,255801.65,2688702.643091,Trades
385,Net obligation for Equity F&O,2023-09-27,NSE-F&O - Z,Book Voucher,0.0,9597.91507,2698300.558161,Trades
386,Span margin blocked for NSE F&O,2023-09-27,NSE-F&O - Z,Delivery Voucher,182793.5,0.0,2515507.058161,Trades
387,Exposure margin blocked for NSE F&O,2023-09-27,NSE-F&O - Z,Delivery Voucher,256347.65,0.0,2259159.408161,Trades
388,Span margin reversed for NSE F&O,2023-09-28,NSE-F&O - Z,Delivery Voucher,0.0,182793.5,2441952.908161,Trades
389,Exposure margin reversed for NSE F&O,2023-09-28,NSE-F&O - Z,Delivery Voucher,0.0,256347.65,2698300.558161,Trades
390,Net obligation for Equity F&O,2023-09-28,NSE-F&O - Z,Book Voucher,21298.879934,0.0,2677001.678227,Trades
391,Net obligation for Equity F&O,2023-09-29,NSE-F&O - Z,Book Voucher,0.0,27652.649372,2704654.327599,Trades
394,Net obligation for Equity F&O,2023-10-03,NSE-F&O - Z,Book Voucher,2852.255955,0.0,2697802.072244,Trades
395,Span margin blocked for NSE F&O,2023-10-03,NSE-F&O - Z,Delivery Voucher,213221.5,0.0,2484580.572244,Trades
396,Exposure margin blocked for NSE F&O,2023-10-03,NSE-F&O - Z,Delivery Voucher,254429.5,0.0,2230151.072244,Trades
397,Span margin reversed for NSE F&O,2023-10-04,NSE-F&O - Z,Delivery Voucher,0.0,213221.5,2443372.572244,Trades
398,Exposure margin reversed for NSE F&O,2023-10-04,NSE-F&O - Z,Delivery Voucher,0.0,254429.5,2697802.072244,Trades
399,Net obligation for Equity F&O,2023-10-04,NSE-F&O - Z,Book Voucher,0.0,41382.709314,2739184.781558,Trades
400,Span margin blocked for NSE F&O,2023-10-04,NSE-F&O - Z,Delivery Voucher,199411.5,0.0,2539773.281558,Trades
401,Exposure margin blocked for NSE F&O,2023-10-04,NSE-F&O - Z,Delivery Voucher,253100.25,0.0,2286673.031558,Trades
402,Span margin reversed for NSE F&O,2023-10-05,NSE-F&O - Z,Delivery Voucher,0.0,199411.5,2486084.531558,Trades
403,Exposure margin reversed for NSE F&O,2023-10-05,NSE-F&O - Z,Delivery Voucher,0.0,253100.25,2739184.781558,Trades
404,Net obligation for Equity F&O,2023-10-05,NSE-F&O - Z,Book Voucher,96036.206325,0.0,2643148.575233,Trades
405,Span margin blocked for NSE F&O,2023-10-05,NSE-F&O - Z,Delivery Voucher,242417.5,0.0,2400731.075233,Trades
406,Exposure margin blocked for NSE F&O,2023-10-05,NSE-F&O - Z,Delivery Voucher,254384.0,0.0,2146347.075233,Trades
407,Span margin reversed for NSE F&O,2023-10-06,NSE-F&O - Z,Delivery Voucher,0.0,242417.5,2388764.575233,Trades
408,Exposure margin reversed for NSE F&O,2023-10-06,NSE-F&O - Z,Delivery Voucher,0.0,254384.0,2643148.575233,Trades
409,Net obligation for Equity F&O,2023-10-06,NSE-F&O - Z,Book Voucher,0.0,38574.862083,2681723.437316,Trades
415,Net obligation for Equity F&O,2023-10-09,NSE-F&O - Z,Book Voucher,0.0,6309.231366,1043862.853449,Trades
416,Span margin blocked for NSE F&O,2023-10-09,NSE-F&O - Z,Delivery Voucher,76333.0,0.0,967529.853449,Trades
417,Exposure margin blocked for NSE F&O,2023-10-09,NSE-F&O - Z,Delivery Voucher,97695.75,0.0,869834.103449,Trades
422,Span margin reversed for NSE F&O,2023-10-10,NSE-F&O - Z,Delivery Voucher,0.0,76333.0,1936145.863449,Trades
423,Exposure margin reversed for NSE F&O,2023-10-10,NSE-F&O - Z,Delivery Voucher,0.0,97695.75,2033841.613449,Trades
424,Net obligation for Equity F&O,2023-10-10,NSE-F&O - Z,Book Voucher,77210.978311,0.0,1956630.635138,Trades
425,Span margin blocked for NSE F&O,2023-10-10,NSE-F&O - Z,Delivery Voucher,155345.0,0.0,1801285.635138,Trades
426,Exposure margin blocked for NSE F&O,2023-10-10,NSE-F&O - Z,Delivery Voucher,197381.0,0.0,1603904.635138,Trades
430,Span margin reversed for NSE F&O,2023-10-11,NSE-F&O - Z,Delivery Voucher,0.0,155345.0,2259180.015138,Trades
431,Exposure margin reversed for NSE F&O,2023-10-11,NSE-F&O - Z,Delivery Voucher,0.0,197381.0,2456561.015138,Trades
432,Net obligation for Equity F&O,2023-10-11,NSE-F&O - Z,Book Voucher,0.0,31844.88593,2488405.901068,Trades
433,Net obligation for Equity F&O,2023-10-12,NSE-F&O - Z,Book Voucher,34516.113185,0.0,2453889.787883,Trades
434,Span margin blocked for NSE F&O,2023-10-12,NSE-F&O - Z,Delivery Voucher,243796.25,0.0,2210093.537883,Trades
435,Exposure margin blocked for NSE F&O,2023-10-12,NSE-F&O - Z,Delivery Voucher,200275.53,0.0,2009818.007883,Trades
436,Span margin reversed for NSE F&O,2023-10-13,NSE-F&O - Z,Delivery Voucher,0.0,243796.25,2253614.257883,Trades
437,Exposure margin reversed for NSE F&O,2023-10-13,NSE-F&O - Z,Delivery Voucher,0.0,200275.53,2453889.787883,Trades
438,Net obligation for Equity F&O,2023-10-13,NSE-F&O - Z,Book Voucher,12074.39211,0.0,2441815.395773,Trades
439,Net obligation for Equity F&O,2023-10-16,NSE-F&O - Z,Book Voucher,37992.092127,0.0,2403823.303646,Trades
440,Span margin blocked for NSE F&O,2023-10-16,NSE-F&O - Z,Delivery Voucher,149076.0,0.0,2254747.303646,Trades
441,Exposure margin blocked for NSE F&O,2023-10-16,NSE-F&O - Z,Delivery Voucher,177663.6,0.0,2077083.703646,Trades
442,Span margin reversed for NSE F&O,2023-10-17,NSE-F&O - Z,Delivery Voucher,0.0,149076.0,2226159.703646,Trades
443,Exposure margin reversed for NSE F&O,2023-10-17,NSE-F&O - Z,Delivery Voucher,0.0,177663.6,2403823.303646,Trades
444,Net obligation for Equity F&O,2023-10-17,NSE-F&O - Z,Book Voucher,52830.432724,0.0,2350992.870922,Trades
445,Span margin blocked for NSE F&O,2023-10-17,NSE-F&O - Z,Delivery Voucher,200640.0,0.0,2150352.870922,Trades
446,Exposure margin blocked for NSE F&O,2023-10-17,NSE-F&O - Z,Delivery Voucher,237733.2,0.0,1912619.670922,Trades
447,Span margin reversed for NSE F&O,2023-10-18,NSE-F&O - Z,Delivery Voucher,0.0,200640.0,2113259.670922,Trades
448,Exposure margin reversed for NSE F&O,2023-10-18,NSE-F&O - Z,Delivery Voucher,0.0,237733.2,2350992.870922,Trades
449,Net obligation for Equity F&O,2023-10-18,NSE-F&O - Z,Book Voucher,0.0,29675.043344,2380667.914266,Trades
450,Span margin blocked for NSE F&O,2023-10-18,NSE-F&O - Z,Delivery Voucher,163646.0,0.0,2217021.914266,Trades
451,Exposure margin blocked for NSE F&O,2023-10-18,NSE-F&O - Z,Delivery Voucher,236200.2,0.0,1980821.714266,Trades
452,Span margin reversed for NSE F&O,2023-10-19,NSE-F&O - Z,Delivery Voucher,0.0,163646.0,2144467.714266,Trades
453,Exposure margin reversed for NSE F&O,2023-10-19,NSE-F&O - Z,Delivery Voucher,0.0,236200.2,2380667.914266,Trades
454,Net obligation for Equity F&O,2023-10-19,NSE-F&O - Z,Book Voucher,23572.087911,0.0,2357095.826355,Trades
455,Span margin blocked for NSE F&O,2023-10-19,NSE-F&O - Z,Delivery Voucher,90084.5,0.0,2267011.326355,Trades
456,Exposure margin blocked for NSE F&O,2023-10-19,NSE-F&O - Z,Delivery Voucher,215806.25,0.0,2051205.076355,Trades
457,Span margin reversed for NSE F&O,2023-10-20,NSE-F&O - Z,Delivery Voucher,0.0,90084.5,2141289.576355,Trades
458,Exposure margin reversed for NSE F&O,2023-10-20,NSE-F&O - Z,Delivery Voucher,0.0,215806.25,2357095.826355,Trades
459,Net obligation for Equity F&O,2023-10-20,NSE-F&O - Z,Book Voucher,0.0,80521.015404,2437616.841759,Trades
460,Net obligation for Equity F&O,2023-10-23,NSE-F&O - Z,Book Voucher,0.0,165379.676278,2602996.518037,Trades
461,Span margin blocked for NSE F&O,2023-10-23,NSE-F&O - Z,Delivery Voucher,77298.0,0.0,2525698.518037,Trades
462,Exposure margin blocked for NSE F&O,2023-10-23,NSE-F&O - Z,Delivery Voucher,231230.4,0.0,2294468.118037,Trades
463,Span margin reversed for NSE F&O,2023-10-25,NSE-F&O - Z,Delivery Voucher,0.0,77298.0,2371766.118037,Trades
464,Exposure margin reversed for NSE F&O,2023-10-25,NSE-F&O - Z,Delivery Voucher,0.0,231230.4,2602996.518037,Trades
465,Net obligation for Equity F&O,2023-10-25,NSE-F&O - Z,Book Voucher,0.0,17415.620626,2620412.138663,Trades
466,Span margin blocked for NSE F&O,2023-10-25,NSE-F&O - Z,Delivery Voucher,104328.0,0.0,2516084.138663,Trades
467,Exposure margin blocked for NSE F&O,2023-10-25,NSE-F&O - Z,Delivery Voucher,229536.0,0.0,2286548.138663,Trades
468,Span margin reversed for NSE F&O,2023-10-26,NSE-F&O - Z,Delivery Voucher,0.0,104328.0,2390876.138663,Trades
469,Exposure margin reversed for NSE F&O,2023-10-26,NSE-F&O - Z,Delivery Voucher,0.0,229536.0,2620412.138663,Trades
470,Net obligation for Equity F&O,2023-10-26,NSE-F&O - Z,Book Voucher,0.0,42927.495947,2663339.63461,Trades
471,Span margin blocked for NSE F&O,2023-10-26,NSE-F&O - Z,Delivery Voucher,180345.0,0.0,2482994.63461,Trades
472,Exposure margin blocked for NSE F&O,2023-10-26,NSE-F&O - Z,Delivery Voucher,227671.2,0.0,2255323.43461,Trades
473,Span margin reversed for NSE F&O,2023-10-27,NSE-F&O - Z,Delivery Voucher,0.0,180345.0,2435668.43461,Trades
474,Exposure margin reversed for NSE F&O,2023-10-27,NSE-F&O - Z,Delivery Voucher,0.0,227671.2,2663339.63461,Trades
475,Net obligation for Equity F&O,2023-10-27,NSE-F&O - Z,Book Voucher,0.0,1032.942349,2664372.576959,Trades
476,Net obligation for Equity F&O,2023-10-30,NSE-F&O - Z,Book Voucher,56768.663669,0.0,2607603.91329,Trades
477,Span margin blocked for NSE F&O,2023-10-30,NSE-F&O - Z,Delivery Voucher,208724.0,0.0,2398879.91329,Trades
478,Exposure margin blocked for NSE F&O,2023-10-30,NSE-F&O - Z,Delivery Voucher,249871.7,0.0,2149008.21329,Trades
480,Span margin reversed for NSE F&O,2023-10-31,NSE-F&O - Z,Delivery Voucher,0.0,208724.0,2193360.21329,Trades
481,Exposure margin reversed for NSE F&O,2023-10-31,NSE-F&O - Z,Delivery Voucher,0.0,249871.7,2443231.91329,Trades
482,Net obligation for Equity F&O,2023-10-31,NSE-F&O - Z,Book Voucher,14331.757958,0.0,2428900.155332,Trades
483,Span margin blocked for NSE F&O,2023-10-31,NSE-F&O - Z,Delivery Voucher,197730.5,0.0,2231169.655332,Trades
484,Exposure margin blocked for NSE F&O,2023-10-31,NSE-F&O - Z,Delivery Voucher,249056.6,0.0,1982113.055332,Trades
485,Span margin reversed for NSE F&O,2023-11-01,NSE-F&O - Z,Delivery Voucher,0.0,197730.5,2179843.555332,Trades
486,Exposure margin reversed for NSE F&O,2023-11-01,NSE-F&O - Z,Delivery Voucher,0.0,249056.6,2428900.155332,Trades
487,Net obligation for Equity F&O,2023-11-01,NSE-F&O - Z,Book Voucher,45787.433765,0.0,2383112.721567,Trades
488,Span margin blocked for NSE F&O,2023-11-01,NSE-F&O - Z,Delivery Voucher,194189.5,0.0,2188923.221567,Trades
489,Exposure margin blocked for NSE F&O,2023-11-01,NSE-F&O - Z,Delivery Voucher,247783.25,0.0,1941139.971567,Trades
493,Span margin reversed for NSE F&O,2023-11-02,NSE-F&O - Z,Delivery Voucher,0.0,194189.5,2131270.472167,Trades
494,Exposure margin reversed for NSE F&O,2023-11-02,NSE-F&O - Z,Delivery Voucher,0.0,247783.25,2379053.722167,Trades
495,Net obligation for Equity F&O,2023-11-02,NSE-F&O - Z,Book Voucher,129281.457048,0.0,2249772.265119,Trades
496,Span margin blocked for NSE F&O,2023-11-02,NSE-F&O - Z,Delivery Voucher,260239.5,0.0,1989532.765119,Trades
497,Exposure margin blocked for NSE F&O,2023-11-02,NSE-F&O - Z,Delivery Voucher,250105.05,0.0,1739427.715119,Trades
499,Span margin reversed for NSE F&O,2023-11-03,NSE-F&O - Z,Delivery Voucher,0.0,260239.5,1999549.215119,Trades
500,Exposure margin reversed for NSE F&O,2023-11-03,NSE-F&O - Z,Delivery Voucher,0.0,250105.05,2249654.265119,Trades
501,Net obligation for Equity F&O,2023-11-03,NSE-F&O - Z,Book Voucher,0.0,46293.59468,2295947.859799,Trades
502,Net obligation for Equity F&O,2023-11-06,NSE-F&O - Z,Book Voucher,25875.673567,0.0,2270072.186232,Trades
503,Span margin blocked for NSE F&O,2023-11-06,NSE-F&O - Z,Delivery Voucher,208701.0,0.0,2061371.186232,Trades
504,Exposure margin blocked for NSE F&O,2023-11-06,NSE-F&O - Z,Delivery Voucher,233838.0,0.0,1827533.186232,Trades
505,Span margin reversed for NSE F&O,2023-11-07,NSE-F&O - Z,Delivery Voucher,0.0,208701.0,2036234.186232,Trades
506,Exposure margin reversed for NSE F&O,2023-11-07,NSE-F&O - Z,Delivery Voucher,0.0,233838.0,2270072.186232,Trades
507,Net obligation for Equity F&O,2023-11-07,NSE-F&O - Z,Book Voucher,0.0,88624.528086,2358696.714318,Trades
508,Span margin blocked for NSE F&O,2023-11-07,NSE-F&O - Z,Delivery Voucher,318946.0,0.0,2039750.714318,Trades
509,Exposure margin blocked for NSE F&O,2023-11-07,NSE-F&O - Z,Delivery Voucher,259434.68,0.0,1780316.034318,Trades
510,Span margin reversed for NSE F&O,2023-11-08,NSE-F&O - Z,Delivery Voucher,0.0,318946.0,2099262.034318,Trades
511,Exposure margin reversed for NSE F&O,2023-11-08,NSE-F&O - Z,Delivery Voucher,0.0,259434.68,2358696.714318,Trades
512,Net obligation for Equity F&O,2023-11-08,NSE-F&O - Z,Book Voucher,0.0,23461.301159,2382158.015477,Trades
513,Span margin blocked for NSE F&O,2023-11-08,NSE-F&O - Z,Delivery Voucher,201883.5,0.0,2180274.515477,Trades
514,Exposure margin blocked for NSE F&O,2023-11-08,NSE-F&O - Z,Delivery Voucher,253381.05,0.0,1926893.465477,Trades
515,Span margin reversed for NSE F&O,2023-11-09,NSE-F&O - Z,Delivery Voucher,0.0,201883.5,2128776.965477,Trades
516,Exposure margin reversed for NSE F&O,2023-11-09,NSE-F&O - Z,Delivery Voucher,0.0,253381.05,2382158.015477,Trades
517,Net obligation for Equity F&O,2023-11-09,NSE-F&O - Z,Book Voucher,47622.689831,0.0,2334535.325646,Trades
518,Span margin blocked for NSE F&O,2023-11-09,NSE-F&O - Z,Delivery Voucher,222416.75,0.0,2112118.575646,Trades
519,Exposure margin blocked for NSE F&O,2023-11-09,NSE-F&O - Z,Delivery Voucher,253299.8,0.0,1858818.775646,Trades
520,Span margin reversed for NSE F&O,2023-11-10,NSE-F&O - Z,Delivery Voucher,0.0,222416.75,2081235.525646,Trades
521,Exposure margin reversed for NSE F&O,2023-11-10,NSE-F&O - Z,Delivery Voucher,0.0,253299.8,2334535.325646,Trades
522,Net obligation for Equity F&O,2023-11-10,NSE-F&O - Z,Book Voucher,0.0,306686.455486,2641221.781132,Trades
523,Net settlement for Equity with settlement number: 2023214,2023-11-12,NSE-EQ - Z,Book Voucher,25179.535636,0.0,2616042.245496,Trades
525,Net obligation for Equity F&O,2023-11-13,NSE-F&O - Z,Book Voucher,0.0,42218.012489,2658260.269785,Trades
526,Span margin blocked for NSE F&O,2023-11-13,NSE-F&O - Z,Delivery Voucher,219831.9,0.0,2438428.369785,Trades
527,Exposure margin blocked for NSE F&O,2023-11-13,NSE-F&O - Z,Delivery Voucher,253462.95,0.0,2184965.419785,Trades
529,Span margin reversed for NSE F&O,2023-11-15,NSE-F&O - Z,Delivery Voucher,0.0,219831.9,2263575.539785,Trades
530,Exposure margin reversed for NSE F&O,2023-11-15,NSE-F&O - Z,Delivery Voucher,0.0,253462.95,2517038.489785,Trades
531,Net obligation for Equity F&O,2023-11-15,NSE-F&O - Z,Book Voucher,0.0,18596.846567,2535635.336352,Trades
532,Span margin blocked for NSE F&O,2023-11-15,NSE-F&O - Z,Delivery Voucher,192859.1,0.0,2342776.236352,Trades
533,Exposure margin blocked for NSE F&O,2023-11-15,NSE-F&O - Z,Delivery Voucher,256402.9,0.0,2086373.336352,Trades
535,Span margin reversed for NSE F&O,2023-11-16,NSE-F&O - Z,Delivery Voucher,0.0,192859.1,2279173.436352,Trades
536,Exposure margin reversed for NSE F&O,2023-11-16,NSE-F&O - Z,Delivery Voucher,0.0,256402.9,2535576.336352,Trades
537,Net obligation for Equity F&O,2023-11-16,NSE-F&O - Z,Book Voucher,1973.366068,0.0,2533602.970284,Trades
538,Span margin blocked for NSE F&O,2023-11-16,NSE-F&O - Z,Delivery Voucher,256745.5,0.0,2276857.470284,Trades
